District,Taluka,Village_Cluster,Latitude,Longitude,Season,Cane_Variety,Soil_Type,Irrigation_Method,Area_Harvested_Ha,Planting_Date,Harvest_Date,Harvest_Year,Avg_NDVI,Avg_EVI,Avg_LST_Celsius,Avg_Max_Temp_Celsius,Avg_Min_Temp_Celsius,Solar_Radiation_kWh,Avg_Humidity_Percent,Accumulated_Rainfall_mm,Yield_Tonnes_Ha
Ahmednagar,Parner,Parner_Cluster_19,19.1356,74.4686,Suru,CoM 0265,Medium Black,Flood,1.47,07-04-2023,06-04-2024,2024,0.52,0.425,34.3,35.9,20.3,6.28,46.7,536.4,106.19
Ahmednagar,Karjat,Karjat_Cluster_17,18.6126,74.5057,Pre-seasonal,VSI 434,Sandy Loam,Drip,2.41,19-03-2022,25-07-2023,2023,0.566,0.488,30.6,32.3,19.7,5.86,60.6,266.5,142.17
Ahmednagar,Kopargaon,Kopargaon_Cluster_9,19.1291,74.4743,Pre-seasonal,Co 92005,Sandy Loam,Drip,4.85,08-01-2021,21-01-2022,2022,0.85,0.745,29.2,31.8,19.1,5.59,62.5,428.8,149.43
Ahmednagar,Rahata,Rahata_Cluster_5,19.2343,75.1359,Pre-seasonal,CoM 0265,Sandy Loam,Rainfed,1.32,28-06-2022,10-10-2023,2023,0.647,0.464,32.1,34.1,18.3,5.28,53.7,507.2,136.07
Ahmednagar,Pathardi,Pathardi_Cluster_18,19.1585,74.6915,Pre-seasonal,Co 86032,Medium Black,Drip,2.94,19-03-2018,05-07-2019,2019,0.482,0.421,32.4,33.9,22.8,5.67,59.9,416.3,138.63
Ahmednagar,Rahata,Rahata_Cluster_3,19.2192,74.7872,Adsali,CoM 0265,Black Cotton,Flood,4.66,28-09-2019,03-02-2021,2021,0.85,0.768,27.4,30,21.1,6.11,70.8,397.5,180
Ahmednagar,Akole,Akole_Cluster_12,19.3918,74.2682,Suru,CoM 0265,Black Cotton,Rainfed,2.05,25-09-2018,10-11-2019,2019,0.477,0.39,32.4,33.9,19,6.28,82.1,854,112.97
Ahmednagar,Jamkhed,Jamkhed_Cluster_2,18.6134,74.6126,Adsali,CoM 0265,Black Cotton,Rainfed,3.12,31-03-2023,01-05-2024,2024,0.715,0.662,29.8,32,20.1,5.09,67.3,220.8,145.8
Ahmednagar,Ahmednagar,Ahmednagar_Cluster_16,19.0843,75.1049,Suru,Co 92005,Black Cotton,Flood,3.08,22-01-2023,02-05-2024,2024,0.613,0.41,32.6,34.5,16.5,5.89,83.9,530.3,119.22
Ahmednagar,Shevgaon,Shevgaon_Cluster_8,19.3133,74.7873,Pre-seasonal,Co 86032,Clay Loam,Flood,2.97,03-12-2019,21-01-2021,2021,0.84,0.633,29.8,32.3,18.2,4.7,69.1,280.7,153.1
Ahmednagar,Shrigonda,Shrigonda_Cluster_6,19.2246,75.094,Adsali,Co 86032,Black Cotton,Drip,3.51,14-10-2022,05-11-2023,2023,0.85,0.666,27.5,30,22.1,5.25,55.9,417.2,180
Ahmednagar,Shevgaon,Shevgaon_Cluster_17,18.7995,74.6134,Pre-seasonal,Co 92005,Sandy Loam,Rainfed,4.08,07-01-2018,10-04-2019,2019,0.613,0.469,29.4,31.2,18.6,5.96,49,658.2,101.4
Ahmednagar,Rahuri,Rahuri_Cluster_11,19.3622,74.6695,Adsali,CoM 0265,Sandy Loam,Flood,3.04,07-02-2023,02-05-2024,2024,0.85,0.646,27.8,30.4,17.2,6,60.1,492.1,152.4
Ahmednagar,Shrigonda,Shrigonda_Cluster_10,19.3549,74.555,Adsali,VSI 434,Clay Loam,Drip,3.66,16-06-2019,23-10-2020,2020,0.85,0.757,29.3,31.9,20.2,5.03,54.3,345.2,180
Ahmednagar,Ahmednagar,Ahmednagar_Cluster_2,19.1328,75.033,Suru,Co 92005,Medium Black,Drip,1.9,12-12-2021,18-03-2023,2023,0.507,0.38,32.5,34,19.6,4.57,70.9,487.3,110.04
Ahmednagar,Akole,Akole_Cluster_15,19.4659,74.8242,Suru,Co 86032,Clay Loam,Drip,3.91,11-09-2021,30-10-2022,2022,0.566,0.534,37.1,38.8,19.8,6.93,72,826.4,126.6
Ahmednagar,Sangamner,Sangamner_Cluster_6,18.8538,74.4869,Pre-seasonal,VSI 434,Clay Loam,Flood,0.79,13-03-2019,24-06-2020,2020,0.725,0.536,28.9,31.1,20.8,4.89,79.6,406.5,136.78
Ahmednagar,Shrirampur,Shrirampur_Cluster_1,19.159,74.553,Suru,Co 86032,Clay Loam,Flood,1.94,04-06-2022,22-06-2023,2023,0.539,0.385,33.7,35.3,17.3,6.21,59.2,469,110.79
Ahmednagar,Rahuri,Rahuri_Cluster_1,19.3092,75.1659,Adsali,CoM 0265,Clay Loam,Flood,1.39,29-03-2023,02-04-2024,2024,0.725,0.639,29.1,31.3,22.8,4.74,69,451.2,145.35
Ahmednagar,Ahmednagar,Ahmednagar_Cluster_15,19.0996,74.6023,Adsali,Co 86032,Clay Loam,Drip,2.14,15-05-2023,20-08-2024,2024,0.83,0.704,30.3,32.8,20,5.62,41.1,577.7,180
Ahmednagar,Karjat,Karjat_Cluster_15,18.5643,74.4553,Suru,Co 86032,Medium Black,Drip,3.21,28-06-2022,28-06-2023,2023,0.804,0.636,31.7,34.1,19.3,5.32,72.4,253.4,130.11
Ahmednagar,Rahuri,Rahuri_Cluster_3,18.9473,75.1482,Adsali,CoM 0265,Black Cotton,Drip,0.6,02-11-2018,11-03-2020,2020,0.774,0.607,28.7,31,20,6.09,58.8,593.4,180
Ahmednagar,Rahuri,Rahuri_Cluster_15,19.4333,74.6245,Pre-seasonal,VSI 434,Medium Black,Rainfed,3.76,17-09-2019,07-01-2021,2021,0.335,0.274,32.5,33.5,17.4,5.83,63.8,612.9,100.17
Ahmednagar,Sangamner,Sangamner_Cluster_7,19.4689,74.9844,Pre-seasonal,CoM 0265,Black Cotton,Drip,4.61,20-10-2021,11-12-2022,2022,0.85,0.804,31.6,34.1,21.3,5.19,54,503.9,170.62
Ahmednagar,Kopargaon,Kopargaon_Cluster_8,19.0407,74.8336,Adsali,VSI 434,Medium Black,Drip,0.9,25-04-2023,24-04-2024,2024,0.85,0.667,31.8,34.3,18.5,6.38,47.9,430.3,158.9
Ahmednagar,Shevgaon,Shevgaon_Cluster_13,19.0935,74.2439,Suru,Co 86032,Black Cotton,Rainfed,2.68,16-10-2022,23-10-2023,2023,0.678,0.565,33.1,35.1,20.7,5.55,68.8,562.5,110.48
Ahmednagar,Shrigonda,Shrigonda_Cluster_3,19.1916,75.1021,Suru,Co 86032,Sandy Loam,Rainfed,3.53,24-07-2019,28-09-2020,2020,0.517,0.333,33.6,35.2,20.3,6.79,54.8,420.8,103.24
Ahmednagar,Shrirampur,Shrirampur_Cluster_3,19.4233,74.3552,Pre-seasonal,CoM 0265,Clay Loam,Flood,2.11,20-10-2019,05-12-2020,2020,0.675,0.517,29.7,31.7,17.6,4.82,62.1,284.4,131.22
Ahmednagar,Shrirampur,Shrirampur_Cluster_2,19.3097,74.4137,Pre-seasonal,VSI 434,Black Cotton,Drip,2.06,27-02-2019,02-05-2020,2020,0.648,0.473,30.8,32.8,22.1,5.82,57.5,576,151.27
Ahmednagar,Ahmednagar,Ahmednagar_Cluster_2,19.2873,74.4678,Adsali,Co 86032,Medium Black,Rainfed,1.32,28-12-2019,12-04-2021,2021,0.706,0.527,33.9,36.1,20.1,5.79,65.9,670.8,139.52
Ahmednagar,Rahuri,Rahuri_Cluster_3,19.1273,74.6174,Adsali,CoM 0265,Sandy Loam,Flood,1.22,29-08-2019,28-11-2020,2020,0.833,0.553,29.9,32.4,21,6.37,74.9,460.7,159.77
Ahmednagar,Rahata,Rahata_Cluster_3,19.0251,74.4739,Suru,CoM 0265,Medium Black,Flood,0.62,08-09-2020,20-12-2021,2021,0.792,0.57,32.1,34.5,17.4,6.67,64.5,635.3,138.88
Ahmednagar,Shrigonda,Shrigonda_Cluster_14,18.5806,74.2204,Adsali,Co 86032,Sandy Loam,Drip,1,24-01-2023,21-04-2024,2024,0.692,0.479,30.4,32.5,17,5,72.8,511.8,178.28
Ahmednagar,Karjat,Karjat_Cluster_20,18.7485,74.7501,Suru,VSI 434,Medium Black,Rainfed,3.3,26-10-2019,05-12-2020,2020,0.537,0.452,34.3,36,20.8,5.66,66.1,452.3,85.46
Ahmednagar,Jamkhed,Jamkhed_Cluster_1,19.0758,75.1859,Pre-seasonal,Co 86032,Clay Loam,Flood,3.07,24-05-2020,04-08-2021,2021,0.56,0.391,30.8,32.5,16.9,5.14,62.6,316.1,149.88
Ahmednagar,Shrirampur,Shrirampur_Cluster_20,18.9082,74.6316,Suru,Co 92005,Sandy Loam,Rainfed,4.75,31-10-2017,14-03-2019,2019,0.507,0.55,31.8,33.3,22.2,5.8,37.4,416.4,88.56
Ahmednagar,Shevgaon,Shevgaon_Cluster_7,19.2197,74.3088,Adsali,Co 86032,Black Cotton,Rainfed,1.33,04-10-2022,11-01-2024,2024,0.562,0.512,32.2,33.9,18,6.02,71.7,438.1,150.23
Ahmednagar,Pathardi,Pathardi_Cluster_18,19.2547,74.3864,Adsali,CoM 0265,Sandy Loam,Flood,2.89,02-02-2023,01-06-2024,2024,0.692,0.497,27.1,29.2,21.7,5.03,84.6,714.1,141.28
Ahmednagar,Karjat,Karjat_Cluster_9,18.6876,75.138,Adsali,Co 86032,Black Cotton,Flood,3.41,08-02-2020,27-04-2021,2021,0.85,0.609,27.8,30.3,18.4,5.42,65.8,408.6,174.44
Ahmednagar,Parner,Parner_Cluster_2,18.6561,74.6208,Pre-seasonal,Co 92005,Medium Black,Drip,2.09,19-07-2021,24-07-2022,2022,0.308,0.25,26.9,27.8,21.1,5.64,69.4,569,114.46
Ahmednagar,Karjat,Karjat_Cluster_9,19.0248,74.2648,Adsali,CoM 0265,Sandy Loam,Rainfed,3.01,13-06-2021,05-10-2022,2022,0.469,0.365,30.6,32,19.8,4.89,82.4,338.2,99.45
Ahmednagar,Akole,Akole_Cluster_11,18.6173,74.7666,Suru,Co 92005,Black Cotton,Flood,4.54,23-10-2019,25-12-2020,2020,0.501,0.384,35,36.5,16.5,6.43,79.5,820.4,113.06
Ahmednagar,Rahuri,Rahuri_Cluster_11,18.7198,74.2593,Adsali,Co 86032,Medium Black,Flood,4.05,22-10-2022,04-11-2023,2023,0.845,0.692,31.5,34,17.5,5.59,73.3,496.3,172.31
Ahmednagar,Parner,Parner_Cluster_18,19.2857,74.9226,Adsali,VSI 434,Clay Loam,Rainfed,0.61,11-05-2019,15-08-2020,2020,0.745,0.63,27,29.2,22.2,5.21,86.2,536.3,138.56
Ahmednagar,Akole,Akole_Cluster_12,18.5178,74.6676,Pre-seasonal,Co 92005,Sandy Loam,Flood,4.64,08-07-2021,19-08-2022,2022,0.679,0.479,30.2,32.2,21.3,5.68,90.4,937.5,142.51
Ahmednagar,Jamkhed,Jamkhed_Cluster_8,18.711,74.4303,Suru,CoM 0265,Clay Loam,Flood,3.43,26-04-2020,10-07-2021,2021,0.646,0.525,30.6,32.5,22.5,6.06,57.9,386.5,111.95
Ahmednagar,Shrirampur,Shrirampur_Cluster_18,18.7878,74.7778,Pre-seasonal,VSI 434,Medium Black,Drip,0.87,09-06-2021,30-09-2022,2022,0.704,0.511,26,28.1,21.4,5.55,63.3,546.9,144.57
Ahmednagar,Sangamner,Sangamner_Cluster_13,18.848,74.9082,Pre-seasonal,Co 86032,Black Cotton,Rainfed,1.89,17-07-2019,05-10-2020,2020,0.842,0.686,26.3,28.9,17.4,4.41,56.2,519.8,133.48
Ahmednagar,Jamkhed,Jamkhed_Cluster_12,19.0628,74.483,Adsali,VSI 434,Medium Black,Flood,0.9,22-06-2019,17-09-2020,2020,0.769,0.632,30.3,32.6,19.6,5.83,55.5,414.4,141.02
Ahmednagar,Kopargaon,Kopargaon_Cluster_6,18.5666,74.9739,Pre-seasonal,VSI 434,Sandy Loam,Drip,2.24,10-11-2018,21-02-2020,2020,0.688,0.578,30.7,32.8,20.2,5.25,58.1,476.3,121.28
Ahmednagar,Akole,Akole_Cluster_19,18.8423,74.2488,Pre-seasonal,CoM 0265,Medium Black,Rainfed,2.34,29-07-2018,01-08-2019,2019,0.517,0.393,30.9,32.5,18.4,6.57,79.3,989.4,115.33
Ahmednagar,Kopargaon,Kopargaon_Cluster_14,18.7778,75.0841,Pre-seasonal,CoM 0265,Sandy Loam,Rainfed,3.69,25-06-2019,14-07-2020,2020,0.577,0.522,30.1,31.8,19,5.83,57,515.9,105.49
Ahmednagar,Shrigonda,Shrigonda_Cluster_3,18.9034,74.7476,Adsali,VSI 434,Medium Black,Drip,4.69,16-04-2022,27-06-2023,2023,0.808,0.679,28.4,30.9,15.3,5.42,67.8,462.6,180
Ahmednagar,Shrigonda,Shrigonda_Cluster_7,18.9494,74.5916,Adsali,VSI 434,Sandy Loam,Drip,1.55,05-08-2021,03-09-2022,2022,0.805,0.694,29.2,31.6,23.6,4.94,46,386.8,140.98
Ahmednagar,Nevasa,Nevasa_Cluster_1,18.7543,74.454,Pre-seasonal,CoM 0265,Black Cotton,Drip,3.96,05-01-2021,22-03-2022,2022,0.69,0.558,31.7,33.8,24.3,4.99,46.3,556.3,133.19
Ahmednagar,Rahata,Rahata_Cluster_3,19.2909,74.822,Pre-seasonal,VSI 434,Sandy Loam,Flood,1.09,23-12-2019,25-12-2020,2020,0.669,0.68,26.7,28.7,23.9,5.2,55.3,633.1,131.05
Ahmednagar,Sangamner,Sangamner_Cluster_8,18.6498,74.2309,Adsali,Co 92005,Medium Black,Rainfed,2.71,31-10-2020,25-01-2022,2022,0.798,0.57,29.3,31.7,20.2,5.79,39.2,408.7,131.02
Ahmednagar,Akole,Akole_Cluster_12,19.41,74.2703,Pre-seasonal,Co 92005,Clay Loam,Drip,4.36,17-01-2023,29-02-2024,2024,0.643,0.5,32,34,21.8,6.21,62.8,881.3,156.13
Ahmednagar,Nevasa,Nevasa_Cluster_13,19.3116,74.3478,Suru,VSI 434,Clay Loam,Flood,3.8,08-09-2019,18-09-2020,2020,0.458,0.376,34.2,35.6,18,5.69,71.3,556.3,92.91
Ahmednagar,Parner,Parner_Cluster_12,19.1098,74.5722,Suru,Co 86032,Medium Black,Flood,1.46,24-03-2019,16-04-2020,2020,0.652,0.485,32.6,34.6,20.3,6.1,59.2,479,120.08
Ahmednagar,Shrirampur,Shrirampur_Cluster_2,18.5105,74.3125,Adsali,CoM 0265,Black Cotton,Flood,3.18,21-12-2018,26-01-2020,2020,0.85,0.707,28.7,31.2,21.7,6.05,71.4,388.1,180
Ahmednagar,Sangamner,Sangamner_Cluster_14,19.2677,74.2697,Suru,VSI 434,Clay Loam,Flood,3.99,20-07-2019,09-10-2020,2020,0.554,0.455,30.8,32.5,18.8,6.43,57.2,458.6,113.73
Ahmednagar,Rahuri,Rahuri_Cluster_2,19.0211,74.7824,Pre-seasonal,Co 86032,Black Cotton,Rainfed,4.15,11-01-2021,26-04-2022,2022,0.546,0.473,28.4,30,20.6,5.57,80,358.9,124.87
Ahmednagar,Nevasa,Nevasa_Cluster_1,19.3124,74.2869,Adsali,CoM 0265,Black Cotton,Drip,4.48,05-07-2021,05-11-2022,2022,0.85,0.777,33.5,36,19.9,5.24,53.1,571.2,180
Ahmednagar,Pathardi,Pathardi_Cluster_17,18.621,75.0859,Adsali,VSI 434,Sandy Loam,Rainfed,2.57,14-05-2019,03-08-2020,2020,0.492,0.412,27.4,28.9,22.5,6.13,68.4,506.5,130.28
Ahmednagar,Karjat,Karjat_Cluster_7,19.4645,74.4574,Adsali,Co 92005,Sandy Loam,Rainfed,0.63,19-04-2018,12-08-2019,2019,0.85,0.726,31,33.5,21.7,6.42,59.6,264.6,150.4
Ahmednagar,Akole,Akole_Cluster_10,18.563,75.1195,Suru,VSI 434,Black Cotton,Flood,4.84,07-03-2022,17-04-2023,2023,0.656,0.593,34.7,36.7,26.9,6.86,86.8,941.7,124.31
Ahmednagar,Rahata,Rahata_Cluster_1,18.6127,74.9335,Adsali,CoM 0265,Black Cotton,Rainfed,4.82,08-04-2022,15-07-2023,2023,0.6,0.382,30.5,32.3,22.1,6.36,60.4,620.8,131.96
Ahmednagar,Rahuri,Rahuri_Cluster_4,18.501,74.5855,Adsali,Co 86032,Sandy Loam,Flood,4.68,27-07-2022,12-09-2023,2023,0.83,0.58,32.3,34.8,16,5.31,76.5,530.1,163.21
Ahmednagar,Sangamner,Sangamner_Cluster_15,18.6187,74.8748,Adsali,Co 86032,Medium Black,Flood,1.18,24-02-2020,18-05-2021,2021,0.797,0.621,24.7,27.1,20.6,5.4,59.2,510.8,169.66
Ahmednagar,Nevasa,Nevasa_Cluster_6,19.4746,74.3279,Pre-seasonal,Co 86032,Clay Loam,Flood,1.29,02-08-2019,18-08-2020,2020,0.686,0.551,27.7,29.8,18.5,6.1,57.6,510.2,138.83
Ahmednagar,Rahuri,Rahuri_Cluster_15,19.255,74.7821,Suru,VSI 434,Medium Black,Rainfed,3.46,19-06-2018,05-08-2019,2019,0.572,0.462,36.6,38.3,22.6,6.34,69.6,550.4,113.36
Ahmednagar,Akole,Akole_Cluster_10,19.0365,74.3178,Suru,CoM 0265,Black Cotton,Drip,0.99,14-01-2018,30-04-2019,2019,0.699,0.541,36.2,38.3,20.7,5.99,69.1,1058.7,143.64
Ahmednagar,Ahmednagar,Ahmednagar_Cluster_3,19.0235,74.3277,Pre-seasonal,Co 92005,Black Cotton,Flood,3.03,20-10-2021,16-11-2022,2022,0.71,0.588,29.8,31.9,17.7,5.66,54.2,529.4,137.57
Ahmednagar,Kopargaon,Kopargaon_Cluster_11,19.4368,74.4484,Pre-seasonal,Co 86032,Sandy Loam,Flood,3.58,25-09-2020,29-10-2021,2021,0.577,0.378,33.3,35.1,19.9,5,56,453.2,91.54
Ahmednagar,Kopargaon,Kopargaon_Cluster_12,19.1515,74.5964,Suru,Co 86032,Sandy Loam,Rainfed,4.2,09-01-2022,26-04-2023,2023,0.673,0.508,36,38,25.2,7.02,65.2,687,105.61
Ahmednagar,Ahmednagar,Ahmednagar_Cluster_13,18.58,74.8395,Adsali,VSI 434,Sandy Loam,Flood,3.52,02-05-2021,13-06-2022,2022,0.759,0.653,27.8,30.1,20.1,5.39,55,675.5,135.37
Ahmednagar,Shrirampur,Shrirampur_Cluster_14,18.7987,74.4753,Suru,Co 92005,Black Cotton,Drip,1.08,06-10-2020,08-10-2021,2021,0.752,0.612,34.6,36.9,21.2,6.43,56.7,490.7,132.18
Ahmednagar,Shrigonda,Shrigonda_Cluster_4,18.7166,75.0972,Suru,VSI 434,Sandy Loam,Rainfed,1.72,21-03-2020,22-06-2021,2021,0.455,0.319,34.2,35.6,19.1,5.85,53,447,74.84
Ahmednagar,Nevasa,Nevasa_Cluster_2,19.1497,74.3061,Pre-seasonal,Co 86032,Sandy Loam,Rainfed,1.73,14-12-2020,04-01-2022,2022,0.747,0.595,29.7,31.9,22.2,6.01,67.4,446.6,124.89
Ahmednagar,Shrigonda,Shrigonda_Cluster_14,19.0166,74.8388,Adsali,Co 86032,Sandy Loam,Rainfed,3.25,12-11-2017,21-02-2019,2019,0.714,0.58,29.2,31.3,19.7,5.39,53.4,681,138.39
Ahmednagar,Sangamner,Sangamner_Cluster_3,18.5493,74.2075,Adsali,Co 92005,Sandy Loam,Flood,4.53,22-09-2020,28-09-2021,2021,0.68,0.519,30.8,32.9,19.6,5.37,57.8,696.9,132.96
Ahmednagar,Parner,Parner_Cluster_11,18.6696,75.1057,Pre-seasonal,Co 92005,Sandy Loam,Drip,2.15,14-10-2020,22-01-2022,2022,0.651,0.433,29.8,31.8,21.8,6,65.2,452.1,132.71
Ahmednagar,Shevgaon,Shevgaon_Cluster_18,19.2695,74.3603,Pre-seasonal,CoM 0265,Sandy Loam,Flood,3.48,22-06-2022,26-07-2023,2023,0.586,0.534,30.5,32.3,21.1,5.9,61.8,556.3,126.4
Ahmednagar,Pathardi,Pathardi_Cluster_15,18.6953,74.3956,Pre-seasonal,Co 92005,Medium Black,Rainfed,3.77,15-05-2020,26-06-2021,2021,0.469,0.352,31.7,33.1,18.9,5.1,62.9,538.7,81.67
Ahmednagar,Ahmednagar,Ahmednagar_Cluster_4,19.3004,75.0693,Pre-seasonal,Co 92005,Black Cotton,Drip,1.15,11-04-2022,17-08-2023,2023,0.815,0.612,34.4,36.9,20.1,5.41,49.2,510.9,145.66
Ahmednagar,Shevgaon,Shevgaon_Cluster_7,19.0411,75.126,Pre-seasonal,CoM 0265,Sandy Loam,Drip,4.77,26-10-2021,30-01-2023,2023,0.845,0.629,31.1,33.6,18.2,5.39,53.5,590.6,155.62
Ahmednagar,Ahmednagar,Ahmednagar_Cluster_15,19.4239,74.5352,Adsali,VSI 434,Black Cotton,Drip,3.09,27-06-2021,02-08-2022,2022,0.84,0.655,30.8,33.3,18.8,5.23,50.4,720.6,178.53
Ahmednagar,Nevasa,Nevasa_Cluster_4,19.2949,74.4956,Pre-seasonal,Co 92005,Medium Black,Flood,0.7,03-06-2018,04-08-2019,2019,0.663,0.542,30.1,32.1,16.6,5.87,80.3,528.1,138.07
Ahmednagar,Kopargaon,Kopargaon_Cluster_6,19.2375,74.5353,Adsali,Co 86032,Clay Loam,Rainfed,2.86,31-10-2022,21-01-2024,2024,0.563,0.446,30.3,32,20.8,5.49,56.9,419.6,137.37
Ahmednagar,Rahuri,Rahuri_Cluster_9,19.106,74.2159,Suru,Co 86032,Sandy Loam,Drip,1.83,28-09-2019,16-12-2020,2020,0.539,0.459,31.7,33.4,22.8,5.49,48.5,411.8,119.97
Ahmednagar,Shrigonda,Shrigonda_Cluster_12,18.7109,74.4083,Adsali,Co 92005,Medium Black,Drip,4.92,06-09-2022,18-11-2023,2023,0.781,0.544,28.1,30.5,19.9,5.39,40.5,647.2,163.14
Ahmednagar,Kopargaon,Kopargaon_Cluster_16,18.9239,74.333,Pre-seasonal,Co 92005,Black Cotton,Flood,2.65,13-05-2022,15-09-2023,2023,0.787,0.534,27.6,30,17.9,4.81,58,373.4,147.99
Ahmednagar,Shrirampur,Shrirampur_Cluster_11,18.6008,75.1891,Pre-seasonal,CoM 0265,Medium Black,Drip,0.71,17-12-2020,14-01-2022,2022,0.653,0.486,27.1,29,21.3,5.34,46.5,463.5,131.31
Ahmednagar,Shrigonda,Shrigonda_Cluster_2,19.2534,74.859,Pre-seasonal,Co 92005,Black Cotton,Flood,3.17,27-07-2020,18-08-2021,2021,0.496,0.456,29.5,30.9,20.6,4.82,44.7,566.2,133.07
Ahmednagar,Sangamner,Sangamner_Cluster_5,19.1656,74.3124,Adsali,Co 92005,Sandy Loam,Drip,2.76,28-08-2023,23-11-2024,2024,0.787,0.543,28.1,30.4,19.6,6.04,62.5,544.9,168.47
Ahmednagar,Karjat,Karjat_Cluster_4,18.8196,74.3662,Adsali,VSI 434,Sandy Loam,Flood,2.22,16-07-2022,23-09-2023,2023,0.763,0.607,29.7,32,21.6,5.23,56.9,242.2,144.26
Ahmednagar,Parner,Parner_Cluster_19,18.8985,74.2319,Pre-seasonal,CoM 0265,Black Cotton,Rainfed,4.89,01-06-2022,31-08-2023,2023,0.741,0.534,32.8,35,19.5,5.54,44.4,536.5,145.52
Ahmednagar,Rahuri,Rahuri_Cluster_7,19.0455,75.1868,Pre-seasonal,VSI 434,Black Cotton,Rainfed,4.92,09-04-2022,23-07-2023,2023,0.816,0.688,29.7,32.2,18,6.16,80.7,374.6,151.82
Ahmednagar,Shevgaon,Shevgaon_Cluster_6,19.3936,74.516,Adsali,Co 86032,Clay Loam,Rainfed,0.68,25-02-2019,12-04-2020,2020,0.587,0.451,30.6,32.3,21.9,5.14,43.1,684.4,107.52
Ahmednagar,Ahmednagar,Ahmednagar_Cluster_20,18.813,74.7175,Pre-seasonal,VSI 434,Sandy Loam,Rainfed,2.45,20-10-2022,23-01-2024,2024,0.546,0.436,35.3,37,20.4,4.95,64.7,511,86.03
Ahmednagar,Jamkhed,Jamkhed_Cluster_20,18.9534,74.3794,Suru,CoM 0265,Black Cotton,Flood,2.79,29-09-2019,11-11-2020,2020,0.771,0.624,33.8,36.1,21.1,6.66,82.4,283.7,145.89
Ahmednagar,Rahuri,Rahuri_Cluster_11,19.1552,74.2933,Pre-seasonal,Co 86032,Sandy Loam,Flood,2.75,10-01-2022,24-02-2023,2023,0.457,0.396,26.9,28.3,22,4.8,55.2,513.4,107.54
Ahmednagar,Shevgaon,Shevgaon_Cluster_16,19.0673,74.7305,Pre-seasonal,Co 86032,Clay Loam,Rainfed,1.11,06-12-2019,31-12-2020,2020,0.469,0.418,30.9,32.3,20.2,6.57,81.7,642.9,107.37
Ahmednagar,Ahmednagar,Ahmednagar_Cluster_18,19.2487,74.2059,Adsali,Co 92005,Clay Loam,Rainfed,2.6,16-03-2022,02-07-2023,2023,0.584,0.407,26,27.7,20.3,5.39,58.2,483.2,140.44
Ahmednagar,Shevgaon,Shevgaon_Cluster_3,19.1303,74.926,Adsali,Co 92005,Black Cotton,Flood,0.68,15-04-2021,23-05-2022,2022,0.671,0.55,27,29.1,20.4,6.67,72.3,504.4,166.23
Ahmednagar,Nevasa,Nevasa_Cluster_17,19.4189,74.7506,Adsali,Co 86032,Clay Loam,Rainfed,4.16,14-09-2018,16-09-2019,2019,0.419,0.268,31.9,33.2,16.7,5.4,59.9,488.4,110.06
Ahmednagar,Parner,Parner_Cluster_1,18.525,74.3825,Adsali,CoM 0265,Clay Loam,Drip,1.4,11-06-2023,05-07-2024,2024,0.802,0.654,30.1,32.5,20,4.29,66.5,347.7,136.68
Ahmednagar,Jamkhed,Jamkhed_Cluster_15,18.5005,74.4487,Suru,Co 86032,Black Cotton,Rainfed,4.38,06-08-2018,22-09-2019,2019,0.633,0.492,33.2,35.1,19.6,7.02,59.6,344.4,115.89
Ahmednagar,Rahuri,Rahuri_Cluster_14,19.4615,75.048,Pre-seasonal,CoM 0265,Medium Black,Drip,2.1,03-08-2022,04-12-2023,2023,0.49,0.334,33.1,34.6,17.3,4.42,80.9,574.1,132.13
Ahmednagar,Rahata,Rahata_Cluster_7,19.0782,74.6904,Suru,Co 92005,Black Cotton,Flood,3.67,07-06-2021,15-09-2022,2022,0.665,0.548,32.2,34.2,19.6,5.67,66.3,338.8,115.23
Ahmednagar,Parner,Parner_Cluster_2,18.8441,75.1554,Adsali,VSI 434,Black Cotton,Rainfed,1.49,18-03-2018,29-04-2019,2019,0.763,0.644,30.8,33.1,21.1,4.61,60.5,398.7,142.24
Ahmednagar,Rahata,Rahata_Cluster_7,19.323,74.7861,Suru,CoM 0265,Black Cotton,Rainfed,4.01,01-01-2019,04-05-2020,2020,0.381,0.303,31.6,32.8,23.5,5.06,60.3,597.1,104.52
Ahmednagar,Kopargaon,Kopargaon_Cluster_1,19.3146,74.4643,Pre-seasonal,Co 92005,Black Cotton,Flood,3.39,28-09-2021,31-12-2022,2022,0.804,0.706,29.5,31.9,20.8,6,70.6,509.7,149.94
Ahmednagar,Jamkhed,Jamkhed_Cluster_20,18.7592,74.83,Suru,Co 92005,Black Cotton,Flood,3.29,11-08-2023,13-10-2024,2024,0.692,0.424,32.6,34.7,18.2,6.45,53,529.9,119.57
Ahmednagar,Parner,Parner_Cluster_17,19.1924,74.5666,Adsali,Co 86032,Black Cotton,Drip,3.94,01-11-2022,13-12-2023,2023,0.694,0.585,31.8,33.9,18.8,4.85,56.6,482.8,172.95
Ahmednagar,Shevgaon,Shevgaon_Cluster_13,19.3192,74.5314,Pre-seasonal,VSI 434,Black Cotton,Rainfed,4.78,15-12-2020,29-12-2021,2021,0.482,0.409,30.1,31.5,23.2,5.51,47.6,482,117.09
